050709,13.7,8.4,8.2,17.4,22.2,18.3
050710,None,,,None,None,None
050714,None,,,None,None,None
050717,None,,,None,None,None
050723,None,,,None,None,None
050724,15.3,10.7,9.9,18.2,24.1,18.0
050726,None,,,None,None,None
050727,17.6,14.4,13.8,None,22.1,17.9
050732,13.9,11.1,,17.5,21.2,None
050735,14.4,10.7,9.9,17.0,22.6,15.1
050736,14.1,8.7,11,None,22.3,17.9
050737,13.3,9.8,9.1,18.0,23.6,19.4
050738,None,10.1,9.5,None,24.3,17.3
050739,12.5,6.4,7.3,20.5,25.1,19.1
050740,14.3,11.1,11.6,20.2,24.1,16.6
050742,11.9,7.8,8.5,22.0,26.6,20.1
050744,15.5,,13.5,18.4,None,17.3
050745,None,11.7,12,None,22.7,19.8
050746,16.3,11.8,13.8,18.2,21.5,19.6
050747,None,11.5,11.3,None,23.2,16.6
050748,None,,,None,None,None
050751,None,,,None,None,None
050754,None,,,None,None,None
050755,11.8,10.3,8.8,20.6,24.6,16.7
050757,15.9,10,11.5,18.5,20.3,16.9
050758,13.7,10.8,10.5,18.3,25.1,18.2
050760,None,,,None,None,None
050761,14.1,9.1,8.3,18.4,23.7,16.7
050763,None,9.1,10.5,None,25.3,17.2
050764,13.7,10.7,10.1,19.2,22.4,17.3
050765,None,11.3,11.8,None,22.1,18.1
050766,None,,,None,None,None
050767,None,,,None,None,None
050769,None,,,None,None,None
050770,None,10.9,12.1,None,22.9,18.5
050771,None,11.1,11.2,None,23.0,17.8
050772,None,,,None,None,None
050773,None,,,None,None,None
05114F,12.3,10.1,10.3,18.4,25.0,18.6
05127F,15.2,12.3,14.3,18.4,22.2,19.6
05128F,13.2,8.7,12.3,18.9,23.2,18.7
051300,None,13.5,11.2,None,22.2,18.1
051301,None,,11.5,None,None,17.0
051302,None,,,None,None,None
051303,None,,,None,None,None
051304,None,,10.2,None,None,17.0
051305,None,10.7,14.3,None,21.1,17.5
051306,None,,14.6,None,None,17.6
051307,None,,,None,None,None
051308,None,,,None,None,None
051309,None,,,None,None,None
05130F,14.1,10.8,8.6,20.0,24.5,18.4
051310,None,12.1,12.5,None,22.1,16.9
051311,None,12.5,13,None,24.2,16.5
051312,None,,,None,None,None
051314,None,10.6,11.7,None,22.7,17.4
051315,None,,13.4,None,None,18.0
